User,Type,Total Amount,Number of Transactions
User 4012,CREDIT,223919,41
User 4012,DEBIT,229216,38
User 4013,CREDIT,266859,55
User 4013,DEBIT,223738,45
User 4014,CREDIT,125711,24
User 4014,DEBIT,146141,31
User 4015,CREDIT,231978,50
User 4015,DEBIT,202168,43
User 4016,CREDIT,242088,44
User 4016,DEBIT,180565,39
User 4017,CREDIT,262169,45
User 4017,DEBIT,205927,41
User 4018,CREDIT,231913,41
User 4018,DEBIT,196541,41
User 4019,CREDIT,217176,44
User 4019,DEBIT,119931,28
User 4020,CREDIT,222707,45
User 4020,DEBIT,188122,39
User 4021,CREDIT,169387,37
User 4021,DEBIT,222465,48
User 4022,CREDIT,195674,35
User 4022,DEBIT,125543,27
User 4023,CREDIT,211850,36
User 4023,DEBIT,187724,45
User 4024,CREDIT,137413,24
User 4024,DEBIT,164560,28
User 4025,CREDIT,158948,32
User 4025,DEBIT,114750,26
User 4026,CREDIT,131038,27
User 4026,DEBIT,116560,26
User 4027,CREDIT,205670,45
User 4027,DEBIT,253430,50
User 4028,CREDIT,144358,33
User 4028,DEBIT,168378,32
User 4029,CREDIT,147984,31
User 4029,DEBIT,151702,30
User 4030,CREDIT,203716,41
User 4030,DEBIT,279813,59
User 4031,CREDIT,265855,51
User 4031,DEBIT,225638,40
User 4032,CREDIT,238935,50
User 4032,DEBIT,255530,46
User 4033,CREDIT,251047,46
User 4033,DEBIT,186047,35
User 4034,CREDIT,191618,35
User 4034,DEBIT,157955,27
User 4035,CREDIT,242469,49
User 4035,DEBIT,198273,48
User 4036,CREDIT,104679,21
User 4036,DEBIT,139340,30
User 4037,CREDIT,166361,39
User 4037,DEBIT,190963,33
User 4038,CREDIT,251575,50
User 4038,DEBIT,187119,39
User 4039,CREDIT,199247,41
User 4039,DEBIT,237437,48
User 4040,CREDIT,246999,48
User 4040,DEBIT,252567,48
User 4041,CREDIT,139142,31
User 4041,DEBIT,125177,27
User 4042,CREDIT,214620,38
User 4042,DEBIT,158678,37
User 4043,CREDIT,231265,45
User 4043,DEBIT,219497,54
User 4044,CREDIT,196764,41
User 4044,DEBIT,206870,43
User 4045,CREDIT,157320,31
User 4045,DEBIT,171671,36
User 4046,CREDIT,259265,50
User 4046,DEBIT,231080,41
User 4047,CREDIT,187250,37
User 4047,DEBIT,159806,35
User 4048,CREDIT,200732,40
User 4048,DEBIT,307320,57
User 4049,CREDIT,256374,46
User 4049,DEBIT,191986,49
User 4050,CREDIT,133413,32
User 4050,DEBIT,145080,29
User 4051,CREDIT,232462,40
User 4051,DEBIT,254399,57
User 4052,CREDIT,179572,36
User 4052,DEBIT,150357,32
User 4053,CREDIT,132924,30
User 4053,DEBIT,151970,33
User 4054,CREDIT,169351,31
User 4054,DEBIT,181565,42
User 4055,CREDIT,219412,44
User 4055,DEBIT,230399,50
User 4056,CREDIT,162591,36
User 4056,DEBIT,200332,35
User 4057,CREDIT,150871,29
User 4057,DEBIT,187413,34
User 4058,CREDIT,151544,26
User 4058,DEBIT,148518,28
User 4059,CREDIT,171752,36
User 4059,DEBIT,178308,44
User 4060,CREDIT,218352,48
User 4060,DEBIT,194967,37
User 4061,CREDIT,136869,34
User 4061,DEBIT,201676,42
User 4062,CREDIT,212375,48
User 4062,DEBIT,247350,49
User 4063,CREDIT,141681,25
User 4063,DEBIT,160649,33
User 4064,CREDIT,214647,50
User 4064,DEBIT,212142,45
User 4065,CREDIT,172640,38
User 4065,DEBIT,260459,58
User 4066,CREDIT,139674,29
User 4066,DEBIT,116915,23
User 4067,CREDIT,209583,40
User 4067,DEBIT,137149,31
User 4068,CREDIT,146531,33
User 4068,DEBIT,189098,38
User 4069,CREDIT,149056,31
User 4069,DEBIT,169255,33
User 4070,CREDIT,243821,44
User 4070,DEBIT,209336,46
User 4071,CREDIT,219014,43
User 4071,DEBIT,286488,49
User 4072,CREDIT,160644,33
User 4072,DEBIT,224593,50
User 4073,CREDIT,226055,47
User 4073,DEBIT,191016,37
User 4074,CREDIT,178541,39
User 4074,DEBIT,233019,46
User 4075,CREDIT,222878,42
User 4075,DEBIT,225394,42
User 4076,CREDIT,162356,31
User 4076,DEBIT,105678,23
User 4077,CREDIT,159782,29
User 4077,DEBIT,180374,35
User 4078,CREDIT,164280,36
User 4078,DEBIT,198878,36
User 4079,CREDIT,257818,52
User 4079,DEBIT,238998,47
User 4080,CREDIT,255342,50
User 4080,DEBIT,236794,47
User 4081,CREDIT,157945,33
User 4081,DEBIT,165176,35
User 4082,CREDIT,236637,52
User 4082,DEBIT,234405,42
User 4083,CREDIT,94037,16
User 4083,DEBIT,167391,35
User 4084,CREDIT,172704,36
User 4084,DEBIT,219886,41
User 4085,CREDIT,225601,41
User 4085,DEBIT,174993,35
User 4086,CREDIT,304910,61
User 4086,DEBIT,189895,39
User 4087,CREDIT,94094,24
User 4087,DEBIT,119098,27
User 4088,CREDIT,174601,30
User 4088,DEBIT,119327,24
User 4089,CREDIT,198407,35
User 4089,DEBIT,214519,40
User 4090,CREDIT,266196,50
User 4090,DEBIT,244523,46
User 4091,CREDIT,285232,58
User 4091,DEBIT,186653,38
User 4092,CREDIT,116997,24
User 4092,DEBIT,128919,27
User 4093,CREDIT,140657,30
User 4093,DEBIT,193591,44
User 4094,CREDIT,166944,32
User 4094,DEBIT,140647,30
User 4095,CREDIT,165918,36
User 4095,DEBIT,234686,48
User 4096,CREDIT,219425,44
User 4096,DEBIT,277044,48
User 4097,CREDIT,226120,39
User 4097,DEBIT,153197,36
User 4098,CREDIT,172467,33
User 4098,DEBIT,202018,37
User 4099,CREDIT,160103,32
User 4099,DEBIT,164303,34
User 4100,CREDIT,209201,36
User 4100,DEBIT,278306,51
User 4101,CREDIT,124611,28
User 4101,DEBIT,123741,25
User 4102,CREDIT,247511,51
User 4102,DEBIT,230989,49
User 4103,CREDIT,126837,32
User 4103,DEBIT,162587,28
User 4104,CREDIT,172245,38
User 4104,DEBIT,147763,30
User 4105,CREDIT,133845,28
User 4105,DEBIT,107714,23
User 4106,CREDIT,299258,52
User 4106,DEBIT,215591,42
User 4107,CREDIT,218269,42
User 4107,DEBIT,231320,46
User 4108,CREDIT,281891,55
User 4108,DEBIT,206106,36
User 4109,CREDIT,188161,36
User 4109,DEBIT,134630,26
User 4110,CREDIT,155527,39
User 4110,DEBIT,195575,39
User 4111,CREDIT,177241,38
User 4111,DEBIT,243714,49
User 4112,CREDIT,206866,40
User 4112,DEBIT,224465,37
User 4113,CREDIT,230640,43
User 4113,DEBIT,242483,50
User 4114,CREDIT,162185,33
User 4114,DEBIT,98413,21
User 4115,CREDIT,155817,31
User 4115,DEBIT,150779,30
User 4116,CREDIT,119138,27
User 4116,DEBIT,165174,34
User 4117,CREDIT,225218,37
User 4117,DEBIT,199728,39
User 4118,CREDIT,176158,38
User 4118,DEBIT,243493,50
User 4119,CREDIT,171651,36
User 4119,DEBIT,138766,24
User 4120,CREDIT,112534,25
User 4120,DEBIT,143968,30
User 4121,CREDIT,154191,34
User 4121,DEBIT,208312,39
User 4122,CREDIT,215231,43
User 4122,DEBIT,227448,43
User 4123,CREDIT,245274,51
User 4123,DEBIT,218293,47
User 4124,CREDIT,154355,29
User 4124,DEBIT,158959,29
User 4125,CREDIT,223160,48
User 4125,DEBIT,217021,44
User 4126,CREDIT,194209,39
User 4126,DEBIT,183304,40
User 4127,CREDIT,169972,36
User 4127,DEBIT,114543,21
User 4128,CREDIT,168580,36
User 4128,DEBIT,158531,28
User 4129,CREDIT,216841,40
User 4129,DEBIT,220624,45
User 4130,CREDIT,201109,41
User 4130,DEBIT,224709,43
User 4131,CREDIT,154872,31
User 4131,DEBIT,150232,33
User 4132,CREDIT,114486,25
User 4132,DEBIT,145566,34
User 4133,CREDIT,187660,31
User 4133,DEBIT,154431,31
User 4134,CREDIT,186532,37
User 4134,DEBIT,167566,38
User 4135,CREDIT,132353,28
User 4135,DEBIT,104592,22
User 4136,CREDIT,116339,27
User 4136,DEBIT,160669,27
User 4137,CREDIT,161250,35
User 4137,DEBIT,162644,36
User 4138,CREDIT,189854,34
User 4138,DEBIT,196184,44
User 4139,CREDIT,168644,34
User 4139,DEBIT,146881,29
User 4140,CREDIT,232749,51
User 4140,DEBIT,244680,43
User 4141,CREDIT,189259,35
User 4141,DEBIT,139238,33
User 4142,CREDIT,73169,20
User 4142,DEBIT,146655,30
User 4143,CREDIT,305010,52
User 4143,DEBIT,233502,45
User 4144,CREDIT,195409,44
User 4144,DEBIT,230096,55
User 4145,CREDIT,178607,35
User 4145,DEBIT,135536,31
User 4146,CREDIT,166078,34
User 4146,DEBIT,187654,34
User 4147,CREDIT,199673,40
User 4147,DEBIT,215575,40
User 4148,CREDIT,172392,33
User 4148,DEBIT,210992,43
User 4149,CREDIT,186507,41
User 4149,DEBIT,262459,44
User 4150,CREDIT,192175,34
User 4150,DEBIT,179986,42
User 4151,CREDIT,177651,33
User 4151,DEBIT,269102,54
User 4152,CREDIT,251760,46
User 4152,DEBIT,215307,51
User 4153,CREDIT,228974,44
User 4153,DEBIT,216956,41
User 4154,CREDIT,275696,47
User 4154,DEBIT,176969,33
User 4155,CREDIT,117725,22
User 4155,DEBIT,170561,39
User 4156,CREDIT,205094,44
User 4156,DEBIT,200519,38
User 4157,CREDIT,141044,27
User 4157,DEBIT,192795,35
User 4158,CREDIT,143222,27
User 4158,DEBIT,181058,34
User 4159,CREDIT,117021,28
User 4159,DEBIT,174913,36
User 4160,CREDIT,160882,35
User 4160,DEBIT,135131,29
User 4161,CREDIT,287226,50
User 4161,DEBIT,253543,47
User 4162,CREDIT,237036,50
User 4162,DEBIT,202728,42
User 4163,CREDIT,237261,46
User 4163,DEBIT,168228,29
User 4164,CREDIT,126737,27
User 4164,DEBIT,133902,31
User 4165,CREDIT,146611,24
User 4165,DEBIT,145665,28
User 4166,CREDIT,221915,42
User 4166,DEBIT,167164,34
User 4167,CREDIT,190745,34
User 4167,DEBIT,190264,35
User 4168,CREDIT,223117,45
User 4168,DEBIT,171392,37
User 4169,CREDIT,177025,32
User 4169,DEBIT,166537,40
User 4170,CREDIT,232295,43
User 4170,DEBIT,243708,51
User 4171,CREDIT,275626,51
User 4171,DEBIT,232772,46
User 4172,CREDIT,237275,47
User 4172,DEBIT,209356,37
User 4173,CREDIT,243656,46
User 4173,DEBIT,250989,49
User 4174,CREDIT,156123,33
User 4174,DEBIT,182422,41
User 4175,CREDIT,141958,25
User 4175,DEBIT,140475,28
User 4176,CREDIT,180263,36
User 4176,DEBIT,247733,42
User 4177,CREDIT,148814,29
User 4177,DEBIT,184453,32
User 4178,CREDIT,112475,21
User 4178,DEBIT,154061,29
User 4179,CREDIT,114062,21
User 4179,DEBIT,184804,33
User 4180,CREDIT,205311,40
User 4180,DEBIT,225605,44
User 4181,CREDIT,235392,42
User 4181,DEBIT,200164,40
User 4182,CREDIT,193591,39
User 4182,DEBIT,221928,44
User 4183,CREDIT,210391,43
User 4183,DEBIT,195063,39
User 4184,CREDIT,185511,40
User 4184,DEBIT,147614,28
User 4185,CREDIT,145355,26
User 4185,DEBIT,119820,25
User 4186,CREDIT,151981,35
User 4186,DEBIT,181572,35
User 4187,CREDIT,211317,43
User 4187,DEBIT,239134,46
User 4188,CREDIT,130711,31
User 4188,DEBIT,215433,45
User 4189,CREDIT,144112,33
User 4189,DEBIT,153984,32
User 4190,CREDIT,198908,45
User 4190,DEBIT,237551,46
User 4191,CREDIT,133673,29
User 4191,DEBIT,189245,34
User 4192,CREDIT,130078,26
User 4192,DEBIT,243075,52
User 4193,CREDIT,133905,27
User 4193,DEBIT,173362,34
User 4194,CREDIT,136682,28
User 4194,DEBIT,123891,27
User 4195,CREDIT,267242,54
User 4195,DEBIT,211567,46
User 4196,CREDIT,275582,51
User 4196,DEBIT,239612,48
User 4197,CREDIT,249775,50
User 4197,DEBIT,205996,46
User 4198,CREDIT,115695,26
User 4198,DEBIT,164177,32
User 4199,CREDIT,269553,52
User 4199,DEBIT,154729,38
User 4200,CREDIT,114243,26
User 4200,DEBIT,189391,36
User 4201,CREDIT,214348,40
User 4201,DEBIT,166634,32
User 4202,CREDIT,151131,31
User 4202,DEBIT,138713,30
User 4203,CREDIT,138057,25
User 4203,DEBIT,130205,32
User 4204,CREDIT,147370,31
User 4204,DEBIT,188481,41
User 4205,CREDIT,142169,32
User 4205,DEBIT,176400,36
User 4206,CREDIT,124786,28
User 4206,DEBIT,133385,24
User 4207,CREDIT,233523,44
User 4207,DEBIT,254687,52
User 4208,CREDIT,214359,37
User 4208,DEBIT,142633,37
User 4209,CREDIT,174434,37
User 4209,DEBIT,243032,49
User 4210,CREDIT,164892,33
User 4210,DEBIT,171071,41
User 4211,CREDIT,297790,55
User 4211,DEBIT,154926,35
User 4212,CREDIT,241890,46
User 4212,DEBIT,253567,51
User 4213,CREDIT,307121,59
User 4213,DEBIT,168934,40
User 4214,CREDIT,227931,50
User 4214,DEBIT,151198,29
User 4215,CREDIT,212888,46
User 4215,DEBIT,205854,41
User 4216,CREDIT,184306,39
User 4216,DEBIT,221974,40
User 4217,CREDIT,76578,16
User 4217,DEBIT,162779,35
User 4218,CREDIT,178373,34
User 4218,DEBIT,149195,31
User 4219,CREDIT,236531,49
User 4219,DEBIT,295760,49
User 4220,CREDIT,132098,28
User 4220,DEBIT,159923,34
User 4221,CREDIT,148537,28
User 4221,DEBIT,111906,25
User 4222,CREDIT,178239,40
User 4222,DEBIT,167907,40
User 4223,CREDIT,252718,49
User 4223,DEBIT,267145,45
User 4224,CREDIT,196955,37
User 4224,DEBIT,182886,32
User 4225,CREDIT,204282,37
User 4225,DEBIT,280949,54
User 4226,CREDIT,213762,45
User 4226,DEBIT,242446,46
User 4227,CREDIT,210076,44
User 4227,DEBIT,205295,35
User 4228,CREDIT,95792,18
User 4228,DEBIT,152202,37
User 4229,CREDIT,146534,33
User 4229,DEBIT,214179,41
User 4230,CREDIT,210122,44
User 4230,DEBIT,207828,43
User 4231,CREDIT,130611,24
User 4231,DEBIT,137298,26
User 4232,CREDIT,245972,46
User 4232,DEBIT,222432,43
User 4233,CREDIT,105422,21
User 4233,DEBIT,159682,39
User 4234,CREDIT,215670,38
User 4234,DEBIT,205624,41
User 4235,CREDIT,150657,26
User 4235,DEBIT,110147,26
User 4236,CREDIT,186908,35
User 4236,DEBIT,193835,43
User 4237,CREDIT,227612,50
User 4237,DEBIT,186871,41
User 4238,CREDIT,183508,38
User 4238,DEBIT,210226,39
User 4239,CREDIT,265062,49
User 4239,DEBIT,186574,36
User 4240,CREDIT,211668,45
User 4240,DEBIT,67879,17
User 4241,CREDIT,133580,26
User 4241,DEBIT,126715,26
User 4242,CREDIT,173580,39
User 4242,DEBIT,133917,29
User 4243,CREDIT,153136,28
User 4243,DEBIT,189504,38
User 4244,CREDIT,212689,38
User 4244,DEBIT,218011,43
User 4245,CREDIT,219318,42
User 4245,DEBIT,141949,29
User 4246,CREDIT,161870,33
User 4246,DEBIT,218576,38
User 4247,CREDIT,193935,43
User 4247,DEBIT,126054,27
User 4248,CREDIT,120327,24
User 4248,DEBIT,212571,39
User 4249,CREDIT,187905,38
User 4249,DEBIT,153658,36
User 4250,CREDIT,214185,44
User 4250,DEBIT,201538,36
User 4251,CREDIT,205850,43
User 4251,DEBIT,236406,42
User 4252,CREDIT,203342,40
User 4252,DEBIT,147950,36
User 4253,CREDIT,215962,40
User 4253,DEBIT,162227,35
User 4254,CREDIT,117124,26
User 4254,DEBIT,141943,32
User 4255,CREDIT,206061,38
User 4255,DEBIT,184578,35
User 4256,CREDIT,166115,29
User 4256,DEBIT,261838,50
User 4257,CREDIT,197847,41
User 4257,DEBIT,233250,46
User 4258,CREDIT,140796,24
User 4258,DEBIT,134190,27
User 4259,CREDIT,165040,38
User 4259,DEBIT,185913,35
User 4260,CREDIT,136464,27
User 4260,DEBIT,131192,27
User 4261,CREDIT,174072,34
User 4261,DEBIT,176724,34
User 4262,CREDIT,200115,42
User 4262,DEBIT,213757,43
User 4263,CREDIT,303335,53
User 4263,DEBIT,213411,44
User 4264,CREDIT,246609,44
User 4264,DEBIT,270710,51
User 4265,CREDIT,192418,39
User 4265,DEBIT,154743,34
User 4266,CREDIT,255408,46
User 4266,DEBIT,232510,52
User 4267,CREDIT,269684,49
User 4267,DEBIT,237062,44
User 4268,CREDIT,182825,36
User 4268,DEBIT,160356,35
User 4269,CREDIT,211725,44
User 4269,DEBIT,226495,47
User 4270,CREDIT,198282,40
User 4270,DEBIT,158735,32
User 4271,CREDIT,195628,35
User 4271,DEBIT,181298,32
User 4272,CREDIT,178645,34
User 4272,DEBIT,118587,31
User 4273,CREDIT,220069,40
User 4273,DEBIT,170907,29
User 4274,CREDIT,254037,46
User 4274,DEBIT,211229,41
User 4275,CREDIT,178298,36
User 4275,DEBIT,221859,46
User 4276,CREDIT,181976,38
User 4276,DEBIT,130538,31
User 4277,CREDIT,146654,31
User 4277,DEBIT,201330,37
User 4278,CREDIT,140346,31
User 4278,DEBIT,196338,43
User 4279,CREDIT,240165,51
User 4279,DEBIT,174829,38
User 4280,CREDIT,142807,29
User 4280,DEBIT,179049,38
User 4281,CREDIT,191337,47
User 4281,DEBIT,179815,35
User 4282,CREDIT,133085,24
User 4282,DEBIT,181002,33
User 4283,CREDIT,215494,41
User 4283,DEBIT,224022,41
User 4284,CREDIT,184393,34
User 4284,DEBIT,239870,51
User 4285,CREDIT,210232,42
User 4285,DEBIT,239422,44
User 4286,CREDIT,164110,34
User 4286,DEBIT,58508,16
User 4287,CREDIT,256273,49
User 4287,DEBIT,201658,39
User 4288,CREDIT,168308,33
User 4288,DEBIT,126216,27
User 4289,CREDIT,119607,24
User 4289,DEBIT,132222,27
User 4290,CREDIT,161892,30
User 4290,DEBIT,195812,38
User 4291,CREDIT,188998,41
User 4291,DEBIT,136452,29
User 4292,CREDIT,244708,43
User 4292,DEBIT,260076,42
User 4293,CREDIT,142356,31
User 4293,DEBIT,145387,31
User 4294,CREDIT,164575,34
User 4294,DEBIT,178326,33
User 4295,CREDIT,189004,31
User 4295,DEBIT,219699,43
User 4296,CREDIT,167267,34
User 4296,DEBIT,84593,24
User 4297,CREDIT,232367,42
User 4297,DEBIT,192987,34
User 4298,CREDIT,140245,36
User 4298,DEBIT,197941,32
User 4299,CREDIT,183219,29
User 4299,DEBIT,147837,30
User 4300,CREDIT,288509,53
User 4300,DEBIT,238203,46
User 4301,CREDIT,242469,38
User 4301,DEBIT,187169,32
User 4302,CREDIT,228749,47
User 4302,DEBIT,203488,39
User 4303,CREDIT,176807,36
User 4303,DEBIT,204897,44
User 4304,CREDIT,147261,32
User 4304,DEBIT,258558,52
User 4305,CREDIT,225803,50
User 4305,DEBIT,220908,45
User 4306,CREDIT,185145,40
User 4306,DEBIT,179834,41
User 4307,CREDIT,143685,29
User 4307,DEBIT,100238,23
User 4308,CREDIT,161387,26
User 4308,DEBIT,156327,34
User 4309,CREDIT,254642,52
User 4309,DEBIT,252138,45
User 4310,CREDIT,204530,42
User 4310,DEBIT,283441,55
User 4311,CREDIT,244949,52
User 4311,DEBIT,236715,41
User 4312,CREDIT,96269,23
User 4312,DEBIT,158285,31
User 4313,CREDIT,111933,25
User 4313,DEBIT,162797,33
User 4314,CREDIT,130311,27
User 4314,DEBIT,104858,23
User 4315,CREDIT,234140,49
User 4315,DEBIT,173519,43
User 4316,CREDIT,230951,47
User 4316,DEBIT,195317,32
User 4317,CREDIT,268329,56
User 4317,DEBIT,189052,41
User 4318,CREDIT,152095,39
User 4318,DEBIT,194471,37
User 4319,CREDIT,204912,44
User 4319,DEBIT,239660,49
User 4320,CREDIT,225085,47
User 4320,DEBIT,232253,45
User 4321,CREDIT,194829,40
User 4321,DEBIT,198639,39
User 4322,CREDIT,193289,35
User 4322,DEBIT,120561,24
User 4323,CREDIT,264826,52
User 4323,DEBIT,186826,34
User 4324,CREDIT,91025,22
User 4324,DEBIT,197380,39
User 4325,CREDIT,260408,60
User 4325,DEBIT,215880,40
User 4326,CREDIT,292653,51
User 4326,DEBIT,210333,43
User 4327,CREDIT,164737,31
User 4327,DEBIT,145917,32
User 4328,CREDIT,145701,31
User 4328,DEBIT,144882,30
User 4329,CREDIT,153772,28
User 4329,DEBIT,180868,38
User 4330,CREDIT,177317,37
User 4330,DEBIT,231062,45
User 4331,CREDIT,171194,38
User 4331,DEBIT,169914,41
User 4332,CREDIT,130788,27
User 4332,DEBIT,135505,30
User 4333,CREDIT,196732,39
User 4333,DEBIT,192570,37
User 4334,CREDIT,209919,45
User 4334,DEBIT,225062,45
User 4335,CREDIT,227349,45
User 4335,DEBIT,282832,54
User 4336,CREDIT,161275,34
User 4336,DEBIT,189811,39
User 4337,CREDIT,259101,49
User 4337,DEBIT,241447,47
User 4338,CREDIT,228477,46
User 4338,DEBIT,196265,45
User 4339,CREDIT,223081,44
User 4339,DEBIT,195153,45
User 4340,CREDIT,244488,53
User 4340,DEBIT,193891,39
User 4341,CREDIT,250009,55
User 4341,DEBIT,225880,43
User 4342,CREDIT,179346,33
User 4342,DEBIT,118380,25
User 4343,CREDIT,181356,33
User 4343,DEBIT,209500,44
User 4344,CREDIT,139696,29
User 4344,DEBIT,140687,29
User 4345,CREDIT,230488,39
User 4345,DEBIT,108716,23
User 4346,CREDIT,206617,38
User 4346,DEBIT,224023,49
User 4347,CREDIT,300957,55
User 4347,DEBIT,215290,41
User 4348,CREDIT,177537,32
User 4348,DEBIT,170455,35
User 4349,CREDIT,151564,34
User 4349,DEBIT,121963,20
User 4350,CREDIT,118147,27
User 4350,DEBIT,117290,24
User 4351,CREDIT,168855,30
User 4351,DEBIT,126201,29
User 4352,CREDIT,129786,26
User 4352,DEBIT,174864,33
User 4353,CREDIT,217789,52
User 4353,DEBIT,183678,37
User 4354,CREDIT,157364,34
User 4354,DEBIT,147408,29
User 4355,CREDIT,155264,31
User 4355,DEBIT,150281,31
User 4356,CREDIT,205539,45
User 4356,DEBIT,228048,45
User 4357,CREDIT,203945,40
User 4357,DEBIT,249648,51
User 4358,CREDIT,114173,26
User 4358,DEBIT,252771,52
User 4359,CREDIT,133844,25
User 4359,DEBIT,164964,33
User 4360,CREDIT,234802,44
User 4360,DEBIT,223415,45
User 4361,CREDIT,128404,25
User 4361,DEBIT,196290,34
User 4362,CREDIT,221296,43
User 4362,DEBIT,154722,36
User 4363,CREDIT,167137,33
User 4363,DEBIT,88928,20
User 4364,CREDIT,269370,49
User 4364,DEBIT,269429,48
User 4365,CREDIT,193525,38
User 4365,DEBIT,249473,52
User 4366,CREDIT,208608,41
User 4366,DEBIT,149971,30
User 4367,CREDIT,150988,31
User 4367,DEBIT,154757,31
User 4368,CREDIT,185671,41
User 4368,DEBIT,160515,29
User 4369,CREDIT,122395,26
User 4369,DEBIT,187449,33
User 4370,CREDIT,193722,38
User 4370,DEBIT,147634,30
User 4371,CREDIT,158540,28
User 4371,DEBIT,276786,50
User 4372,CREDIT,112305,22
User 4372,DEBIT,138627,28
User 4373,CREDIT,220355,49
User 4373,DEBIT,272635,50
User 4374,CREDIT,160514,34
User 4374,DEBIT,210881,39
User 4375,CREDIT,218560,37
User 4375,DEBIT,218813,43
User 4376,CREDIT,218821,43
User 4376,DEBIT,215534,46
User 4377,CREDIT,145571,27
User 4377,DEBIT,161232,27
User 4378,CREDIT,238862,43
User 4378,DEBIT,121574,26
User 4379,CREDIT,203162,38
User 4379,DEBIT,175768,33
User 4380,CREDIT,213970,46
User 4380,DEBIT,223202,45
User 4381,CREDIT,238437,44
User 4381,DEBIT,244415,50
User 4382,CREDIT,224114,40
User 4382,DEBIT,170418,31
User 4383,CREDIT,149950,29
User 4383,DEBIT,138591,24
User 4384,CREDIT,144170,33
User 4384,DEBIT,113234,20
User 4385,CREDIT,239580,51
User 4385,DEBIT,202886,41
User 4386,CREDIT,119095,24
User 4386,DEBIT,144200,30
User 4387,CREDIT,97296,24
User 4387,DEBIT,132246,30
User 4388,CREDIT,198315,40
User 4388,DEBIT,209134,42
User 4389,CREDIT,180992,36
User 4389,DEBIT,253699,46
User 4390,CREDIT,140418,27
User 4390,DEBIT,102804,25
User 4391,CREDIT,144297,34
User 4391,DEBIT,148752,28
User 4392,CREDIT,156686,29
User 4392,DEBIT,207646,36
User 4393,CREDIT,225938,46
User 4393,DEBIT,244914,49
User 4394,CREDIT,142908,30
User 4394,DEBIT,147050,31
User 4395,CREDIT,124636,28
User 4395,DEBIT,94634,25
User 4396,CREDIT,233961,51
User 4396,DEBIT,181119,39
User 4397,CREDIT,106700,26
User 4397,DEBIT,145133,30
User 4398,CREDIT,242331,47
User 4398,DEBIT,292322,53
User 4399,CREDIT,224891,42
User 4399,DEBIT,183052,46
User 4400,CREDIT,227456,45
User 4400,DEBIT,237211,48
User 4401,CREDIT,160344,31
User 4401,DEBIT,186395,38
User 4402,CREDIT,179030,29
User 4402,DEBIT,87918,22
User 4403,CREDIT,221650,48
User 4403,DEBIT,255580,49
User 4404,CREDIT,185539,40
User 4404,DEBIT,88434,23
User 4405,CREDIT,154653,37
User 4405,DEBIT,142383,34
User 4406,CREDIT,233882,42
User 4406,DEBIT,133067,32
User 4407,CREDIT,164998,30
User 4407,DEBIT,172452,25
User 4408,CREDIT,176277,37
User 4408,DEBIT,143324,29
User 4409,CREDIT,228101,50
User 4409,DEBIT,209585,48
User 4410,CREDIT,124612,31
User 4410,DEBIT,119949,25
User 4411,CREDIT,129445,31
User 4411,DEBIT,102821,19
User 4412,CREDIT,229598,40
User 4412,DEBIT,100101,23
User 4413,CREDIT,171251,35
User 4413,DEBIT,199646,39
User 4414,CREDIT,161913,31
User 4414,DEBIT,164004,37
User 4415,CREDIT,186831,38
User 4415,DEBIT,191085,33
User 4416,CREDIT,99641,18
User 4416,DEBIT,182638,39
User 4417,CREDIT,246288,47
User 4417,DEBIT,201783,41
User 4418,CREDIT,143208,29
User 4418,DEBIT,123521,30
User 4419,CREDIT,190828,38
User 4419,DEBIT,280504,56
User 4420,CREDIT,188491,32
User 4420,DEBIT,142876,32
User 4421,CREDIT,228808,44
User 4421,DEBIT,211870,44
User 4422,CREDIT,155101,28
User 4422,DEBIT,149773,28
User 4423,CREDIT,162594,26
User 4423,DEBIT,190425,31
User 4424,CREDIT,108669,29
User 4424,DEBIT,109042,25
User 4425,CREDIT,281288,51
User 4425,DEBIT,234104,46
User 4426,CREDIT,230473,45
User 4426,DEBIT,218500,47
User 4427,CREDIT,172081,37
User 4427,DEBIT,173974,33
User 4428,CREDIT,281075,55
User 4428,DEBIT,209476,40
User 4429,CREDIT,219454,45
User 4429,DEBIT,256948,54
User 4430,CREDIT,142800,32
User 4430,DEBIT,213724,41
User 4431,CREDIT,271598,54
User 4431,DEBIT,235900,41
User 4432,CREDIT,144657,27
User 4432,DEBIT,193795,41
User 4433,CREDIT,199296,40
User 4433,DEBIT,164396,33
User 4434,CREDIT,218611,43
User 4434,DEBIT,192750,38
User 4435,CREDIT,193454,42
User 4435,DEBIT,144074,25
User 4436,CREDIT,174458,38
User 4436,DEBIT,203684,42
User 4437,CREDIT,234778,45
User 4437,DEBIT,185106,38
User 4438,CREDIT,154458,34
User 4438,DEBIT,240459,48
User 4439,CREDIT,167840,36
User 4439,DEBIT,125505,24
User 4440,CREDIT,194510,33
User 4440,DEBIT,130798,27
User 4441,CREDIT,232893,47
User 4441,DEBIT,167813,31
User 4442,CREDIT,166479,29
User 4442,DEBIT,199217,34
User 4443,CREDIT,252480,47
User 4443,DEBIT,223243,38
User 4444,CREDIT,203729,41
User 4444,DEBIT,108792,27
User 4445,CREDIT,172204,37
User 4445,DEBIT,271932,54
User 4446,CREDIT,151073,29
User 4446,DEBIT,231006,43
User 4447,CREDIT,193852,40
User 4447,DEBIT,236810,44
User 4448,CREDIT,151199,39
